xpath,frequency,uniques
/dictionary/body/p/usage/,620,425
/dictionary/body/p/ety/company/,6,5
/dictionary/body/p/cd/as/ex/,80,36
/dictionary/body/p/q/,39010,29989
/dictionary/body/p/note/pluf/,2,2
/dictionary/body/p/usage/rj/,14,13
/dictionary/body/p/mhw/pr/er/,2,2
/dictionary/body/p/conseq/,2,2
/dictionary/body/p/def/suborder/,8,7
/dictionary/body/p/def/gen/,4454,3316
/dictionary/body/p/cs/cd/it/,258,125
/dictionary/body/p/def/usedfor/,2,2
/dictionary/body/p/def/as/subs/,4,4
/dictionary/body/p/def2/plu/,5,3
/dictionary/body/p/def/part/,186,173
/dictionary/body/p/mark/ex/,4,3
/dictionary/body/p/cs/mcol/mark/,13,11
/dictionary/body/p/def/colf/,10,10
/dictionary/body/p/caption/,5,5
/dictionary/body/p/def/altsp/,32,18
/dictionary/body/p/mark/plw/,2,2
/dictionary/body/p/def/stype/gen/,3,3
/dictionary/body/p/bio/pbr/,7,7
/dictionary/body/p/cs/altsp/sd/,4,4
/dictionary/body/p/note/partof/,48,45
/dictionary/body/p/plu/it/,3148,13
/dictionary/body/p/mord/er/,144,66
/dictionary/body/p/ety/ets/spn/,1,1
/dictionary/body/p/def/illu/ex/,2,2
/dictionary/body/p/cd/as/,58,58
/dictionary/body/p/note/mathex/it/,10,8
/dictionary/body/p/def2/plu/pr/it/,2,2
/dictionary/body/p/cs/spn/,6,6
/dictionary/body/p/def/person/it/,1,1
/dictionary/body/p/cs/mcol/cd/er/,14,12
/dictionary/body/p/mcol/col/,1,1
/dictionary/body/p/def/causedby/gen/,2,2
/dictionary/body/p/note/stype/spn/,11,11
/dictionary/body/p/def/grk/,145,102
/dictionary/body/p/subtypes/cd/gen/,16,14
/dictionary/body/p/def/stage/,10,9
/dictionary/body/p/def/prod/col/b/,2,2
/dictionary/body/p/vmorph/altsp/asp/,8,6
/dictionary/body/p/syn/varn/,1,1
/dictionary/body/p/altsp/pos/,2,2
/dictionary/body/p/def/abbr/it/,1,1
/dictionary/body/p/note/styp/er/,2,2
/dictionary/body/p/note/mathex/fract/,3,3
/dictionary/body/p/fld/xex/,2,2
/dictionary/body/p/pre/table/xex/,14,8
/dictionary/body/p/cs/note/a/@href,1,1
/dictionary/body/p/note/altname/,425,328
/dictionary/body/p/note/frac/,28,21
/dictionary/body/p/table/point1.5/,1,1
/dictionary/body/p/cs/col/cd/,1,1
/dictionary/body/p/cs/cd/altsp/asp/,2,2
/dictionary/body/p/cs/cd/sig/,12,12
/dictionary/body/p/cs/q/qex/,656,593
/dictionary/body/p/mhw/mark/,2,2
/dictionary/body/p/def/stype/spn/,1,1
/dictionary/body/p/pr/pos/,8,5
/dictionary/body/p/def/tran/,2,2
/dictionary/body/p/cs/altsp/,21,3
/dictionary/body/p/def/class/er/,1,1
/dictionary/body/p/syn/xex/,530,414
/dictionary/body/p/fu/,11,9
/dictionary/body/p/def/contr/,2128,1833
/dictionary/body/p/fld/it/,2,2
/dictionary/body/p/plu/hw/,4,4
/dictionary/body/p/def/note/altname/,2,2
/dictionary/body/p/see/cref/,6,4
/dictionary/body/p/ety/au/,118,97
/dictionary/body/p/note/ecol/b/,14,14
/dictionary/body/p/subtypes/cd/cref/,16,9
/dictionary/body/p/pearltype/,2,2
/dictionary/body/p/plu/note/it/,2,2
/dictionary/body/p/ety/itrans/,4,4
/dictionary/body/p/note/matrix/row/,3,3
/dictionary/body/p/cs/mcol/cd/it/,4,4
/dictionary/front/div0/au.entry/au.see/i/,8,5
/dictionary/body/p/cs/cd/compof/,2,2
/dictionary/body/p/bio/publ/,4,4
/dictionary/body/p/def/subclass/stype/,6,6
/dictionary/body/p/def/contr/cref/,1,1
/dictionary/body/p/note/prod/,18,17
/dictionary/body/p/pre/table/it/,2,2
/dictionary/body/p/note/exp/frac/,1,1
/dictionary/body/p/note/styp/spn/,4,4
/dictionary/body/p/note/q/qex/,153,123
/dictionary/body/p/def/corpn/,4,4
/dictionary/body/p/syn/au/,8,8
/dictionary/body/p/def/pos/i/,6,5
/dictionary/body/p/hw/sub/,2,2
/dictionary/body/p/rj/au/mark/,3,3
/dictionary/body/p/cs/cd/person/,76,76
/dictionary/body/p/cs/ety/ets/,252,212
/dictionary/body/p/note/table/pre/row/item/,59,54
/dictionary/body/p/cs/mcol/chform/,6,4
/dictionary/body/p/amorph/er/,6,4
/dictionary/body/p/subtypes/cd/,108,6
/dictionary/body/p/def2/pr/,3,3
/dictionary/body/p/cs/mcol/col/it/,2,1
/dictionary/body/p/cs/cd/er/,10318,4460
/dictionary/body/p/def/sig/chform/,2,2
/dictionary/body/p/see/pos/,21,7
/dictionary/body/p/cs/cd/contr/,296,266
/dictionary/body/p/note/qau/,1,1
/dictionary/body/p/cs/xex/,1662,1407
/dictionary/body/p/def2/def/as/,29,29
/dictionary/body/p/note/spn/plain/,2,2
/dictionary/body/p/plu/pr/xex/,8,6
/dictionary/body/p/cs/cd/as/stype/,4,4
/dictionary/body/p/def/unit/,6,6
/dictionary/body/p/def/isa/,231,189
/dictionary/body/p/note/geog/,28,25
/dictionary/body/p/cs/plu/er/,1,1
/dictionary/body/p/cs/cd/contr/cref/,1,1
/dictionary/body/p/cs/cd/state/,22,19
/dictionary/body/p/note/part/er/,2,2
/dictionary/body/p/cs/mcol/col/b/plain/,2,2
/dictionary/body/p/q/examp/,20,18
/dictionary/body/p/altname/asp/,8,5
/dictionary/body/p/def/note/er/,26,19
/dictionary/body/p/bio/it/,2,2
/dictionary/body/p/cs/cd/specif/,2,2
/dictionary/body/p/plu/plw/,4355,3586
/dictionary/body/p/def/subphylum/,10,8
/dictionary/body/p/cs/cd/cp/,6,5
/dictionary/body/p/cs/wordforms/pos/,2,2
/dictionary/body/p/note/as/ex/,218,124
/dictionary/body/p/mark/it/,8,7
/dictionary/body/p/miniontype/,2,2
/dictionary/body/p/def/singw/,1,1
/dictionary/body/p/cs/def/xex/,4,3
/dictionary/body/p/ety/film/,2,2
/dictionary/body/p/note/styp/col/b/,10,10
/dictionary/body/p/cs/note/contr/,2,2
/dictionary/body/p/def/partof/er/,1,1
/dictionary/body/p/cs/cd/a/@HREF,2,2
/dictionary/body/p/refs/,1,1
/dictionary/body/p/wns/,280,14
/dictionary/body/p/note/country/,30,25
/dictionary/body/p/note/perf/,4,4
/dictionary/body/p/def/stype/,1505,1227
/dictionary/body/p/def/as/col/b/,3,3
/dictionary/body/p/note/table/pre/headrow/mitem/item/,4,3
/dictionary/body/p/def2/see/er/,2,2
/dictionary/body/p/cd/person/,2,2
/dictionary/body/p/as/,5,5
/dictionary/body/p/def/sc/,143,82
/dictionary/body/p/refs/person/,4,3
/dictionary/body/p/def/mcol/col/b/,11,11
/dictionary/body/p/def/persfn/it/,1,1
/dictionary/body/p/def/altname/subclass/,1,1
/dictionary/body/p/def/as/mathex/exp/,22,10
/dictionary/body/p/def2/def/phylum/,2,2
/dictionary/body/p/note/col/,166,108
/dictionary/body/p/caption/note/xex/,2,2
/dictionary/body/p/cs/cd/ecol/,4,4
/dictionary/body/p/pre/table/ttitle/,1,1
/dictionary/body/p/def/as/chform/,74,58
/dictionary/body/p/def/ptcl/,424,195
/dictionary/body/p/def/as/styp/ex/,12,8
/dictionary/body/p/cs/cd/person/etsep/,10,10
/dictionary/body/p/method/def/,3,3
/dictionary/body/p/cs/mcol/fld/,17,8
/dictionary/body/p/note/cd/,30,6
/dictionary/body/p/note/ety/,10,10
/dictionary/body/p/pluf/,539,14
/dictionary/body/p/def/as/er/,75,67
/dictionary/body/p/def/grp/,2,2
/dictionary/body/p/cs/cd/fexp/exp/,2,2
/dictionary/body/p/rj/au/,35062,3089
/dictionary/body/p/table/point8/,1,1
/dictionary/body/p/plu/er/,25,25
/dictionary/body/p/contxt/,2,2
/dictionary/body/p/def2/def/xex/,20,16
/dictionary/body/p/def/member/,29,27
/dictionary/body/p/cs/mcol/pos/,4,3
/dictionary/body/p/usage/as/,266,253
/dictionary/body/p/wordforms/pos/,8100,29
/dictionary/body/p/note/q/it/,9,9
/dictionary/body/p/def/boxtype/,2,2
/dictionary/body/p/def/mcol/,6,6
/dictionary/body/p/def2/def/spn/,4,4
/dictionary/body/p/cs/mcol/spn/,4,3
/dictionary/body/p/cs/note/er/,8,8
/dictionary/body/p/mark/as/,2,2
/dictionary/body/p/mhw/,3842,15
/dictionary/body/p/cs/rj/au/,700,267
/dictionary/body/p/def2/def/persfn/,4,4
/dictionary/front/div0/H1/,2,2
/dictionary/body/p/def/contr/er/,5,5
/dictionary/body/p/altsp/asp/fam/,1,1
/dictionary/body/p/cs/ety/person/,2,2
/dictionary/body/p/title/,3,3
/dictionary/body/p/def/as/sc/,2,2
/dictionary/body/p/cs/cd/prodby/spn/,1,1
/dictionary/body/p/ety/person/ets/,18,18
/dictionary/body/p/def/funct/,1,1
/dictionary/body/p/usage/uex/,47,39
/dictionary/body/p/def/stype/sub/,2,2
/dictionary/body/p/altsp/pluf/,2,2
/dictionary/body/p/def/mathex/fract/,2,2
/dictionary/body/p/plu/au/,2,2
/dictionary/body/p/cs/cd/varn/,26,17
/dictionary/body/p/pr/,92789,12431
/dictionary/body/p/def/note/xex/,32,11
/dictionary/body/p/simto/,2,2
/dictionary/body/p/stype/suborder/,6,5
/dictionary/body/p/cs/ety/ex/,2,2
/dictionary/front/div0/au.entry/au.work/i/,500,248
/dictionary/body/p/ety/it/,277,164
/dictionary/body/p/def/fld/,378,255
/dictionary/body/p/def/usage/,2,2
/dictionary/body/p/table/point5/,1,1
/dictionary/body/p/cs/cd/styp/,1,1
/dictionary/body/p/vmorph/altsp/,2,1
/dictionary/body/p/def2/def/singf/,2,2
/dictionary/body/p/cs/pos/,50,13
/dictionary/body/p/note/table/row/clarendontype/,1,1
/dictionary/body/p/table/point5.5/,1,1
/dictionary/body/p/def/causedby/,10,10
/dictionary/body/p/nmorph/pr/,28,18
/dictionary/body/p/plu/pr/,3446,417
/dictionary/body/p/note/pre/tt/er/,5,3
/dictionary/body/p/def/er/it/,1,1
/dictionary/body/p/cs/q/persfn/,2,2
/dictionary/body/p/cs/wordforms/,2,2
/dictionary/body/p/def/au/,111,105
/dictionary/body/p/cs/specif/,15,9
/dictionary/body/p/def/contr/colf/,1,1
/dictionary/body/p/q/country/,4,2
/dictionary/body/p/def/contains/,4,4
/dictionary/body/p/def/usedby/er/,1,1
/dictionary/body/p/cs/mcol/cd/,72,39
/dictionary/body/p/cs/pr/it/,4,4
/dictionary/body/p/def/usage/er/,2,2
/dictionary/body/p/note/intensi/,2,2
/dictionary/body/p/cs/cd/source/,6,2
/dictionary/body/p/note/stype/er/,9,8
/dictionary/body/p/wordforms/hw/,4,3
/dictionary/body/p/def/universbold/,48,34
/dictionary/body/p/cs/bold/,2,2
/dictionary/body/p/def/note/asp/,2,2
/dictionary/body/p/note/chname/,8,8
/dictionary/body/p/method/sd/,4,4
/dictionary/body/p/cs/note/table/colheads/coltitle/,12,10
/dictionary/body/p/note/cd/spn/,24,23
/dictionary/body/p/def/sig/i/,2,2
/dictionary/body/p/amorph/adjf/,864,841
/dictionary/body/p/syn/gen/,1211,621
/dictionary/body/p/ety/frac/,4,4
/dictionary/body/p/ety/xex/,22,21
/dictionary/body/p/mhw/it/,307,5
/dictionary/body/p/refs/br/,2,2
/dictionary/body/p/cs/note/person/,22,16
/dictionary/body/p/table/point2.5/,1,1
/dictionary/body/p/mhw/plu/pr/,7,2
/dictionary/body/p/note/englishtype/,1,1
/dictionary/body/p/cs/note/br/,1,1
/dictionary/body/p/def/kingdom/,2,2
/dictionary/body/p/def/sups/,2,2
/dictionary/body/p/bio/sc/,2,2
/dictionary/body/p/def/er/,27708,14830
/dictionary/body/p/table/tr/th/,7,7
/dictionary/body/p/note/,3790,2712
/dictionary/body/p/def/it/,1072,591
/dictionary/body/p/altsp/plw/,2,2
/dictionary/body/p/altsp/er/,14,13
/dictionary/body/p/cs/cd/universbold/,16,11
/dictionary/body/p/cs/qex/,10,9
/dictionary/body/p/def/pr/,30,19
/dictionary/body/p/note/rj/qau/,59,45
/dictionary/body/p/cs/cd/matrix2x5/row/,4,4
/dictionary/body/p/cs/stype/,2,2
/dictionary/body/p/mhw/vmorph/pr/,1,1
/dictionary/body/p/cs/cd/trademark/,2,2
/dictionary/body/p/def/compof/,4,4
/dictionary/body/p/mhw/vmorph/,1,1
/dictionary/body/p/ety/plw/,4,4
/dictionary/body/p/cs/cd/figref/,18,13
/dictionary/body/p/cs/mark/plain/,2,2
/dictionary/body/p/pre/,1,1
/dictionary/body/p/vmorph/mark/plain/,2,2
/dictionary/body/p/biography/,1,1
/dictionary/body/p/table/point7/,1,1
/dictionary/body/p/def/asp/,112,107
/dictionary/body/p/def/usage/pos/,2,2
/dictionary/body/p/plu/,6280,35
/dictionary/body/p/note/fract/,2,2
/dictionary/body/p/cd/xex/,46,39
/dictionary/body/p/cs/cd/partof/,4,4
/dictionary/body/p/plu/xex/,23,16
/dictionary/body/p/note/membof/,4,4
/dictionary/body/p/def/altname/ecol/b/,7,7
/dictionary/body/p/note/figref/,12,12
/dictionary/body/p/note/sc/,49,33
/dictionary/body/p/usage/br/,6,5
/dictionary/body/p/note/pre/tt/b/br/,4,4
/dictionary/body/p/def/tradename/,4,4
/dictionary/body/p/cs/,32,9
/dictionary/body/p/mcol/col/b/,13,13
/dictionary/body/p/note/uses/,14,14
/dictionary/body/p/cs/cd2/au/,2,2
/dictionary/body/p/note/mcol/,11,9
/dictionary/body/p/vmorph/xex/,82,63
/dictionary/body/p/note/ets/,12,11
/dictionary/body/p/q/mark/,2,2
/dictionary/body/p/def/abbr/,128,119
/dictionary/body/p/note/pre/tt/it/,84,54
/dictionary/body/p/plu/note/plw/,1,1
/dictionary/body/p/mark/singf/,2,2
/dictionary/body/p/def/mord/er/,2,2
/dictionary/body/p/def/funct/it/,2,2
/dictionary/body/p/def/xlati/,26,18
/dictionary/body/p/q/frac/,2,2
/dictionary/body/p/cs/cd/persfn/,71,65
/dictionary/body/p/cs/mcol/col/b/i/,3,3
/dictionary/body/p/table/tr/th/@COLSPAN,1,1
/dictionary/body/p/def/publ/it/,2,2
/dictionary/body/p/def2/pr/it/,2,2
/dictionary/body/p/def/as/mcol/it/,1,1
/dictionary/body/p/fld/er/,4,4
/dictionary/body/p/cs/cd/fract/,9,9
/dictionary/body/p/def/specif/,11,9
/dictionary/body/p/cs/chreact/,4,4
/dictionary/body/p/ety/itran/,2,2
/dictionary/body/p/cs/cd/isa/,13,12
/dictionary/body/p/note/pre/tt/ct/,24,24
/dictionary/body/p/note/subs/,5,2
/dictionary/body/p/cs/col/b/,22748,21028
/dictionary/body/p/cref/,14,10
/dictionary/body/p/ety/ex/,2,2
/dictionary/body/p/wordforms/def/er/,2,2
/dictionary/body/p/table/tr/str/td/,5,5
/dictionary/body/p/cs/q/org/,2,2
/dictionary/body/p/def/tr/,4,4
/dictionary/body/p/cs/ety/pos/,6,2
/dictionary/body/p/def/as/qex/,2,2
/dictionary/body/p/mord/xex/,6,6
/dictionary/body/p/def/pluf/,144,72
/dictionary/body/p/def/ant/,1882,1472
/dictionary/body/p/usage/as/xex/,12,12
/dictionary/body/p/note/subphylum/,5,5
/dictionary/body/p/illu/er/,2,2
/dictionary/body/p/cs/cd/as/mathex/,2,2
/dictionary/body/p/note/person/,106,101
/dictionary/body/p/cs/cd/ptcl/,10,8
/dictionary/body/p/rj/mark/,1,1
/dictionary/body/p/col/,44,3
/dictionary/body/p/plu/pos/,6,5
/dictionary/body/p/cs/er/,137,94
/dictionary/body/p/altname/col/,1,1
/dictionary/body/p/note/col/b/,167,166
/dictionary/body/p/bio/booki/,5,5
/dictionary/body/p/cs/cd/as/cref/,2,2
/dictionary/body/p/note/cref/,182,145
/dictionary/body/p/def2/def/as/ex/,38,28
/dictionary/body/p/def/fract/,4,4
/dictionary/body/p/note/a/,29,27
/dictionary/body/p/gen/,2,2
/dictionary/body/p/mhw/vmorph/pos/,4,4
/dictionary/body/p/def/mark/it/,2,2
/dictionary/body/p/cs/mcol/cd/altname/,8,8
/dictionary/body/p/vmorph/,6120,22
/dictionary/body/p/note/mcol/it/,11,2
/dictionary/body/p/cs/cd/ety/,5,5
/dictionary/body/p/note/pre/tt/colf/,26,26
/dictionary/body/p/def/altsp/asp/,44,29
/dictionary/body/p/def/methodfor/,2,2
/dictionary/body/p/def/simto/,7,7
/dictionary/body/p/mhw/pos/,541,31
/dictionary/body/p/def2/plu/it/,5,2
/dictionary/body/p/def/ecol/b/,80,80
/dictionary/body/p/mtable/row/item/pre/tt/br/,4,4
/dictionary/body/p/h1/,1,1
/dictionary/body/p/note/table/pre/,1,1
/dictionary/body/p/cs/altname/,26,23
/dictionary/body/p/cs/cd/col/,13,12
/dictionary/body/p/cs/br/,10,4
/dictionary/body/p/rj/qau/er/,2,2
/dictionary/body/p/usage/pos/,2,2
/dictionary/body/p/note/ety/ets/,8,7
/dictionary/body/p/cs/ex/,12,12
/dictionary/body/p/cs/cd/cas/,2,2
/dictionary/body/p/cs/cd/as/examp/,8,8
/dictionary/body/p/ety/contr/,6,6
/dictionary/body/p/note/phylum/er/,9,9
/dictionary/body/p/cs/cd/as/ex/,1562,1028
/dictionary/body/p/def/illu/,2,2
/dictionary/body/p/def/persfn/etsep/,12,11
/dictionary/body/p/mhw/plu/,7,1
/dictionary/body/p/note/sd/,88,42
/dictionary/body/p/cs/cd/itran/,2,2
/dictionary/body/p/def/ets/,122,120
/dictionary/body/p/note/table/pre/headrow/item/,2,2
/dictionary/body/p/amorph/au/,2,2
/dictionary/body/p/wordforms/mark/,240,15
/dictionary/body/p/def/subtypes/spn/,6,6
/dictionary/body/p/miniontype/it/,2,2
/dictionary/body/p/cs/subclass/er/,2,2
/dictionary/body/p/note/stage/,2,2
/dictionary/body/p/cs/ety/au/,4,4
/dictionary/body/p/plu/note/,1,1
/dictionary/body/p/def/person/altname/,2,2
/dictionary/body/p/def/date/,10,10
/dictionary/body/p/def/divof/org/,1,1
/dictionary/body/p/sd/,8130,95
/dictionary/body/p/altsp/plw/abbr/,2,2
/dictionary/body/p/sn/,72313,36
/dictionary/body/p/usage/q/qex/,65,57
/dictionary/body/p/note/table/row/blacklettertype/,1,1
/dictionary/body/p/nmorph/plu/pos/,5,4
/dictionary/body/p/cs/mcol/note/,1,1
/dictionary/body/p/def/hypen/,4,4
/dictionary/body/p/cs/cd/contr/i/,4,2
/dictionary/body/p/def/chform/,1298,1093
/dictionary/body/p/plu/mark/,10,7
/dictionary/body/p/altsp/hw/,6,6
/dictionary/body/p/grk/,2,2
/dictionary/body/p/def/stype/col/b/,8,8
/dictionary/body/p/altsp/,2426,27
/dictionary/body/p/amorph/pos/,1650,15
/dictionary/body/p/note/city/,4,4
/dictionary/body/p/cs/table/pre/,1,1
/dictionary/body/p/def/cd/xex/,4,4
/dictionary/body/p/cs/cd/au/,40,40
/dictionary/body/p/sing/pr/,66,12
/dictionary/body/p/def/mathex/,54,52
/dictionary/body/p/note/stype/,1741,1228
/dictionary/body/p/def/jour/,2,2
/dictionary/body/p/cs/cd/exp/,6,6
/dictionary/body/p/note/inv/,4,4
/dictionary/body/p/altsp/au/,4,4
/dictionary/body/p/pos/i/,54,12
/dictionary/body/p/cs/cd/ecol/b/,4,4
/dictionary/body/p/rj/qau/publ/,2,2
/dictionary/body/p/wordforms/er/,7,7
/dictionary/body/p/centered/point26/,26,26
/dictionary/body/p/def/mcol/col/,2,2
/dictionary/body/p/note/cd/gen/,8,8
/dictionary/body/p/ety/as/ex/,2,2
/dictionary/body/p/def/styp/col/b/,1,1
/dictionary/body/p/see/ant/,2,2
/dictionary/body/p/mhw/plu/it/,5,1
/dictionary/body/p/note/pre/,1,1
/dictionary/body/p/cs/ety/it/,1,1
/dictionary/body/p/cs/note/spn/,2,2
/dictionary/body/p/pos/plain/,4,4
/dictionary/body/p/cs/cd2/ex/,2,2
/dictionary/body/p/bio/persfn/,153,112
/dictionary/body/p/pos/,228048,194
/dictionary/body/p/def/as/fld/,20,16
/dictionary/body/p/cs/sn/,27,6
/dictionary/body/p/q/persfn/,30,27
/dictionary/body/p/syn/as/,14,14
/dictionary/body/p/cs/qau/,7,6
/dictionary/body/p/wn16s/,3,3
/dictionary/body/p/note/as/xex/,2,2
/dictionary/body/p/cs/mcol/pr/,4,2
/dictionary/body/p/ety/etsep/,510,427
/dictionary/body/p/cs/cd/member/,8,7
/dictionary/body/p/usage/person/,8,8
/dictionary/body/p/def/as/ex/,62233,29049
/dictionary/body/p/def/styp/er/,7,7
/dictionary/body/p/cs/cd/isa/cref/,1,1
/dictionary/body/p/ety/country/,4,4
/dictionary/body/p/def/as/sig/,4,4
/dictionary/body/p/def2/rj/,2,2
/dictionary/body/p/def/ecol/,80,76
/dictionary/body/p/cs/cd/class/,2,2
/dictionary/body/p/ety/xlati/,2,2
/dictionary/body/p/note/table/pre/headrow/mitem/colret/,2,2
/dictionary/body/p/cs/see/er/,20,13
/dictionary/body/p/vmorph/pr/,6295,1147
/dictionary/body/p/cs/cd/var/,2,2
/dictionary/body/p/table/tr/mitem/str/td/,30,27
/dictionary/body/p/wordforms/it/,4,3
/dictionary/body/p/cs/rj/,94,55
/dictionary/body/p/def/as/cref/,2,2
/dictionary/body/p/br/,657,115
/dictionary/body/p/def/ord/,602,437
/dictionary/body/p/altsp/as/,2,2
/dictionary/body/p/nmorph/,7,2
/dictionary/body/p/def/comp/,6,6
/dictionary/body/p/note/part/,108,103
/dictionary/body/p/def/city/etsep/,2,2
/dictionary/body/p/def/mathex/vinc/,2,2
/dictionary/body/p/cs/ety/er/,42,37
/dictionary/body/p/def/note/,75,55
/dictionary/body/p/note/table/row/antiquetype/,1,1
/dictionary/body/p/usage/stype/,4,4
/dictionary/body/p/subtypes/stypec/,51,51
/dictionary/body/p/cs/cd/altsp/,2,2
/dictionary/body/p/note/causedby/,2,2
/dictionary/body/p/note/styp/cref/,7,7
/dictionary/body/p/def/pr/it/,3,3
/dictionary/body/p/cs/cd/book/,2,2
/dictionary/body/p/def/pr/i/,2,2
/dictionary/body/p/mhw/pluf/,2,2
/dictionary/body/p/note/sig/,6,6
/dictionary/body/p/hascons/,10,9
/dictionary/body/p/altsp/asp/hw/,1,1
/dictionary/body/p/def/er/as/ex/,2,2
/dictionary/body/p/note/table/row/oldenglishtype/,1,1
/dictionary/body/p/altsp/pr/,5,3
/dictionary/body/p/ety/persfn/etsep/,7,7
/dictionary/body/p/q/corpn/,2,2
/dictionary/body/p/cs/note/tt/,1,1
/dictionary/body/p/def2/def/gen/,14,13
/dictionary/body/p/def/sansserif/,2,2
/dictionary/body/p/xex/,13829,9501
/dictionary/body/p/q/h2/,1,1
/dictionary/body/p/cs/cd/as/au/,2,2
/dictionary/body/p/pre/table/altname/,4,3
/dictionary/body/p/source/,455694,33
/dictionary/body/p/note/xex/,15157,9867
/dictionary/body/p/note/i/,2,2
/dictionary/body/p/bio/note/,1,1
/dictionary/body/p/ety/grk/,14316,4979
/dictionary/body/p/ets/,3,3
/dictionary/body/p/def/subs/,5,5
/dictionary/body/p/ety/altname/,6,6
/dictionary/body/p/def/as/frac/,6,6
/dictionary/body/p/q/xex/,54,54
/dictionary/body/p/def2/plu/pr/,4,2
/dictionary/body/p/note/mathex/root/,2,2
/dictionary/body/p/usage/def/,3,1
/dictionary/body/p/cs/cd/sd/,185,49
/dictionary/body/p/ety/gen/,5,5
/dictionary/body/p/cs/cd/grk/,12,11
/dictionary/body/p/note/cd/er/,12,12
/dictionary/body/p/def/as/stype/,46,36
/dictionary/body/p/q/br/,6764,6335
/dictionary/body/p/stype/ord/,2,2
/dictionary/body/p/cs/cd/stype/,316,265
/dictionary/body/p/pre/source/,2,2
/dictionary/body/p/def/as/er/it/,1,1
/dictionary/body/p/note/as/exp/,3,3
/dictionary/body/p/ety/pr/,20,11
/dictionary/body/p/ety/spn/,16,16
/dictionary/body/p/cs/cd/col/b/,9,9
/dictionary/body/p/cs/note/ex/,4,4
/dictionary/body/p/cs/note/xex/,91,87
/dictionary/body/p/def/a/,8,8
/dictionary/body/p/def/styp/hw/,2,2
/dictionary/body/p/note/altsp/wf/,1,1
/dictionary/body/p/def/as/gen/,4,4
/dictionary/body/p/def/datey/,4,4
/dictionary/body/p/cs/cd/as/chform/,6,5
/dictionary/body/p/def/book/,2,2
/dictionary/body/p/note/universbold/,2,2
/dictionary/body/p/plu/pr/it/,20,9
/dictionary/body/p/def2/xex/,22,18
/dictionary/body/p/def/phylum/,62,51
/dictionary/body/p/wordforms/pr/,665,52
/dictionary/body/p/q/rj/,1,1
/dictionary/body/p/ety/gen/etsep/,1,1
/dictionary/body/p/cs/pr/er/,2,2
/dictionary/body/p/note/table/row/frenchelzevirtype/,1,1
/dictionary/body/p/cs/cd/ant/,32,32
/dictionary/body/p/cs/mcol/it/,1604,6
/dictionary/body/p/usage/def/as/ex/,12,7
/dictionary/body/p/plw/,15,15
/dictionary/body/p/def/ety/,3,3
/dictionary/body/p/q/person/,42,42
/dictionary/body/p/note/subtypes/xex/,6,6
/dictionary/body/p/ety/as/,1,1
/dictionary/body/p/def2/rj/au/,5,5
/dictionary/body/p/syn/fam/,683,354
/dictionary/body/p/cs/cd/members/,2,2
/dictionary/body/p/note/pos/,83,18
/dictionary/body/p/note/styp/ord/,11,11
/dictionary/body/p/cs/cref/,16,12
/dictionary/front/div0/ab.entry/ab/,423,417
/dictionary/body/p/def2/mark/plain/,2,2
/dictionary/body/p/figcap/,1,1
/dictionary/body/p/note/examp/,26,26
/dictionary/body/p/wordforms/rj/,1,1
/dictionary/body/p/note/asp/,24,24
/dictionary/body/p/note/table/row/boldfacetype/,1,1
/dictionary/body/p/cs/fld/,11497,553
/dictionary/body/p/cs/cd/chname/,2,2
/dictionary/body/p/def/prodby/,67,62
/dictionary/body/p/q/note/qex/,2,2
/dictionary/body/p/note/see/,2,2
/dictionary/body/p/note/source/,192,3
/dictionary/body/p/mark/xex/,22,19
/dictionary/body/p/q/it/,76,47
/dictionary/body/p/def/plw/it/,1,1
/dictionary/body/p/table/@FRAME,1,1
/dictionary/body/p/def/sig/it/,2,2
/dictionary/body/p/mhw/pr/,6285,727
/dictionary/body/p/mord/ets/,2,2
/dictionary/body/p/cs/note/asp/,2,2
/dictionary/body/p/wordforms/ety/,1,1
/dictionary/body/p/def/uses/,10,8
/dictionary/body/p/def/qex/,14,14
/dictionary/body/p/vmorph/mark/,150,34
/dictionary/body/p/def/hwf/,4,3
/dictionary/body/p/cs/ety/etsep/,6,6
/dictionary/body/p/usage/asp/,16,11
/dictionary/body/p/usage/as/au/,4,3
/dictionary/body/p/cs/cd/fract/it/,3,3
/dictionary/body/p/syn/ord/,138,79
/dictionary/body/p/def/prod/ecol/b/,2,2
/dictionary/body/p/mhw/plu/plw/,9,9
/dictionary/body/p/table/point2/,1,1
/dictionary/body/p/person/,4,4
/dictionary/body/p/figure/figtitle/,1,1
/dictionary/body/p/cs/cd/a/@href,2,2
/dictionary/body/p/subtypes/mstypec/stypec/,12,10
/dictionary/body/p/illu/ex/,326,239
/dictionary/front/div0/au.entry/au.work/,429,354
/dictionary/body/p/note/b/,22,18
/dictionary/body/p/def2/sd/,12,4
/dictionary/body/p/ety/title/,2,2
/dictionary/body/p/def/as/ptcl/,2,2
/dictionary/body/p/cs/cd/ex/,112,107
/dictionary/body/p/ety/tr/,8,7
/dictionary/body/p/cs/cd/sc/,74,46
/dictionary/body/p/def2/def/cref/,6,6
/dictionary/body/p/note/colf/,3,3
/dictionary/body/p/cs/cd/mark/,39,30
/dictionary/body/p/wnote/,3,2
/dictionary/body/p/cs/cd/matrix2x5/,2,2
/dictionary/body/p/def2/ety/ets/,2,2
